DateTime,Temperature,Humidity,Pressure,VOC,MQ5,Dust 
Tue Apr 21 10:58:56 2020, 12.1,63.1,1007.44,48.13,6.5,12.81, 
Tue Apr 21 11:00:37 2020, 12.15,63.01,1007.34,47.94,6.5,149.04, 
Tue Apr 21 11:02:19 2020, 12.31,62.96,1007.29,47.84,6.5,22.97, 
Tue Apr 21 11:04:01 2020, 12.0,62.9,1007.4,47.72,6.5,52.23, 
Tue Apr 21 11:05:42 2020, 12.52,63.6,1007.42,49.17,6.5,59.51, 
Tue Apr 21 11:07:24 2020, 12.11,63.03,1007.36,47.98,6.5,11.72, 
Tue Apr 21 11:09:05 2020, 12.19,62.74,1007.27,47.39,6.5,135.33, 
Tue Apr 21 11:10:47 2020, 12.11,62.89,1007.32,47.69,6.5,16.45, 
Tue Apr 21 11:12:29 2020, 11.94,62.78,1007.29,47.46,6.5,62.55, 
Tue Apr 21 11:14:11 2020, 12.41,63.62,1007.44,49.21,6.5,138.51, 
Tue Apr 21 11:15:52 2020, 12.54,63.63,1007.34,49.23,6.5,8.12, 
Tue Apr 21 11:17:34 2020, 12.4,62.86,1007.32,47.62,6.5,83.66, 
Tue Apr 21 11:19:16 2020, 12.17,62.43,1007.4,46.73,6.5,55.16, 
Tue Apr 21 11:20:58 2020, 12.11,62.96,1007.44,47.84,6.5,89.27, 
Tue Apr 21 11:22:39 2020, 12.45,62.58,1007.44,47.03,6.5,137.77, 
Tue Apr 21 11:24:21 2020, 12.8,62.64,1007.42,47.16,6.5,10.57, 
Tue Apr 21 11:26:03 2020, 12.35,62.12,1007.38,46.08,6.5,4.71, 
Tue Apr 21 11:27:44 2020, 12.17,62.08,1007.62,46.0,6.5,43.04, 
Tue Apr 21 11:29:26 2020, 12.29,62.7,1007.36,47.3,6.5,134.38, 
Tue Apr 21 11:31:08 2020, 12.32,62.3,1007.29,46.45,6.5,137.0, 
Tue Apr 21 11:32:49 2020, 12.14,62.1,1007.29,46.05,6.5,72.32, 
Tue Apr 21 11:34:31 2020, 12.42,63.06,1007.29,48.05,6.5,68.82, 
Tue Apr 21 11:36:13 2020, 12.57,62.35,1007.44,46.55,6.5,101.02, 
Tue Apr 21 11:37:54 2020, 12.15,62.21,1007.21,46.26,6.5,152.91, 
Tue Apr 21 11:39:36 2020, 12.4,61.28,1007.36,44.34,6.5,127.97, 
Tue Apr 21 11:41:17 2020, 12.27,62.08,1007.27,45.99,6.5,137.38, 
Tue Apr 21 11:42:59 2020, 12.43,62.81,1007.21,47.53,6.5,82.61, 
Tue Apr 21 11:44:41 2020, 12.42,62.1,1007.29,46.05,6.5,82.33, 
Tue Apr 21 11:46:22 2020, 12.43,61.72,1007.32,45.25,6.5,54.87, 
Tue Apr 21 11:48:04 2020, 12.34,62.24,1007.36,46.34,6.5,53.69, 
Tue Apr 21 11:49:46 2020, 12.73,62.57,1007.31,47.01,6.5,92.13, 
Tue Apr 21 11:51:27 2020, 12.47,62.21,1007.29,46.27,6.5,101.19, 
Tue Apr 21 11:53:09 2020, 12.65,62.17,1007.32,46.18,6.5,119.85, 
Tue Apr 21 11:54:51 2020, 12.2,62.56,1007.31,47.0,6.5,142.07, 
Tue Apr 21 11:56:33 2020, 12.53,63.24,1007.25,48.41,6.5,47.33, 
Tue Apr 21 11:58:14 2020, 12.59,61.95,1007.31,45.74,6.5,11.18, 
Tue Apr 21 11:59:55 2020, 12.29,62.39,1007.23,46.65,6.5,141.24, 
Tue Apr 21 12:01:37 2020, 12.48,62.65,1007.29,47.19,6.5,141.8, 
Tue Apr 21 12:03:19 2020, 12.56,62.48,1007.32,46.83,6.5,87.27, 
Tue Apr 21 12:05:00 2020, 12.83,62.17,1007.34,46.18,6.5,135.68, 
Tue Apr 21 12:06:42 2020, 12.41,62.56,1007.25,47.0,6.5,137.89, 
Tue Apr 21 12:08:24 2020, 12.56,62.17,1007.4,46.18,6.5,29.97, 
Tue Apr 21 12:10:05 2020, 12.57,62.06,1007.36,45.96,6.5,81.19, 
Tue Apr 21 12:11:47 2020, 12.61,61.97,1007.54,45.76,6.5,95.09, 
Tue Apr 21 12:13:28 2020, 12.6,62.37,1007.42,46.6,6.5,63.38, 
Tue Apr 21 12:15:10 2020, 12.88,62.01,1007.36,45.86,6.5,57.85, 
Tue Apr 21 12:16:51 2020, 13.11,61.6,1007.25,45.0,6.5,118.16, 
Tue Apr 21 12:18:33 2020, 12.69,61.18,1007.23,44.13,6.5,67.71, 
Tue Apr 21 12:20:15 2020, 12.64,61.02,1007.25,43.78,6.5,41.3, 
Tue Apr 21 12:21:57 2020, 12.68,60.37,1007.31,42.43,6.5,43.51, 
Tue Apr 21 12:23:38 2020, 12.83,61.3,1007.31,44.38,6.5,44.74, 
Tue Apr 21 12:25:20 2020, 13.1,60.56,1007.5,42.82,6.5,62.67, 
Tue Apr 21 12:27:01 2020, 13.11,60.79,1007.31,43.32,6.5,28.96, 
Tue Apr 21 12:28:43 2020, 13.11,61.31,1007.42,44.39,6.5,104.87, 
Tue Apr 21 12:30:24 2020, 13.18,61.52,1007.42,44.83,6.5,34.19, 
Tue Apr 21 12:32:06 2020, 12.81,61.15,1007.32,44.07,6.5,102.71, 
Tue Apr 21 12:33:48 2020, 13.06,61.68,1007.4,45.17,6.5,112.67, 
Tue Apr 21 12:35:30 2020, 13.16,61.32,1007.36,44.41,6.5,7.97, 
Tue Apr 21 12:37:11 2020, 13.29,61.02,1007.42,43.8,6.5,112.37, 
Tue Apr 21 12:38:52 2020, 13.2,60.35,1007.52,42.39,6.5,138.05, 
Tue Apr 21 12:40:34 2020, 12.92,61.39,1007.4,44.56,6.5,84.27, 
Tue Apr 21 12:42:16 2020, 13.46,62.33,1007.58,46.52,6.5,153.09, 
Tue Apr 21 12:43:58 2020, 12.89,60.34,1007.54,42.38,6.5,43.59, 
Tue Apr 21 12:45:40 2020, 12.76,60.37,1007.64,42.45,6.5,81.17, 
Tue Apr 21 12:47:21 2020, 12.82,61.03,1007.46,43.82,6.5,113.54, 
Tue Apr 21 12:49:03 2020, 13.05,60.03,1007.4,41.73,6.5,36.96, 
Tue Apr 21 12:50:45 2020, 13.17,61.41,1007.5,44.6,6.5,46.98, 
Tue Apr 21 12:52:27 2020, 13.13,60.48,1007.58,42.67,6.5,34.43, 
Tue Apr 21 12:54:10 2020, 13.07,60.48,1007.64,42.66,6.5,151.84, 
Tue Apr 21 12:55:52 2020, 12.85,60.6,1007.54,42.92,6.5,14.55, 
Tue Apr 21 12:57:34 2020, 13.17,61.6,1007.58,45.01,6.5,92.19, 
Tue Apr 21 12:59:16 2020, 13.1,61.27,1007.82,44.31,6.5,85.31, 
Tue Apr 21 13:00:58 2020, 12.79,60.85,1007.62,43.45,6.5,48.74, 
Tue Apr 21 13:02:40 2020, 12.93,61.13,1007.62,44.02,6.5,30.57, 
Tue Apr 21 13:04:21 2020, 12.81,60.83,1007.6,43.4,6.5,91.24, 
Tue Apr 21 13:06:03 2020, 12.94,60.64,1007.52,43.0,6.5,96.63, 
Tue Apr 21 13:07:45 2020, 13.24,61.36,1007.5,44.49,6.5,45.1, 
Tue Apr 21 13:16:39 2020, 13.09,62.12,1007.64,46.09,6.5,67.45, 
Tue Apr 21 13:18:20 2020, 13.27,62.55,1007.54,46.98,6.5,61.7, 
Tue Apr 21 13:20:02 2020, 13.33,62.08,1007.42,45.99,6.5,113.33, 
Tue Apr 21 13:21:44 2020, 13.27,62.55,1007.48,46.98,6.5,148.45, 
Tue Apr 21 13:23:25 2020, 13.17,60.66,1007.42,43.04,6.5,142.32, 
Tue Apr 21 13:25:07 2020, 12.99,61.4,1007.4,44.58,6.5,23.28, 
Tue Apr 21 13:26:48 2020, 13.3,63.51,1007.42,48.99,6.5,118.9, 
Tue Apr 21 13:28:30 2020, 13.21,62.47,1007.34,46.8,6.5,23.83, 
Tue Apr 21 13:30:12 2020, 13.34,63.22,1007.38,48.37,6.5,107.73, 
Tue Apr 21 13:31:53 2020, 13.15,61.53,1007.36,44.85,6.5,105.69, 
Tue Apr 21 13:33:35 2020, 13.23,60.99,1007.42,43.74,6.5,132.89, 
Tue Apr 21 13:35:17 2020, 13.35,61.06,1007.31,43.87,6.5,152.87, 
Tue Apr 21 13:36:58 2020, 13.36,61.69,1007.62,45.18,6.5,74.41, 
Tue Apr 21 13:38:40 2020, 13.48,60.83,1007.32,43.39,6.5,64.34, 
Tue Apr 21 13:40:22 2020, 13.71,60.49,1007.27,42.7,6.5,57.35, 
Tue Apr 21 13:42:03 2020, 13.49,60.23,1007.31,42.15,6.5,126.23, 
Tue Apr 21 13:43:44 2020, 13.37,60.45,1007.52,42.61,6.5,127.04, 
Tue Apr 21 13:45:26 2020, 13.52,60.16,1007.36,42.0,6.5,0.93, 
Tue Apr 21 13:47:08 2020, 13.74,59.94,1007.31,41.54,6.5,76.04, 
Tue Apr 21 13:48:49 2020, 13.43,59.7,1007.25,41.03,6.5,101.49, 
Tue Apr 21 13:50:31 2020, 13.26,60.12,1007.38,41.91,6.5,53.86, 
Tue Apr 21 13:52:12 2020, 13.38,60.33,1007.38,42.36,6.5,23.91, 
Tue Apr 21 13:53:54 2020,NaN,NaN,NaN,NaN,NaN,NaN 
Tue Apr 21 13:55:36 2020, 13.26,59.56,1007.27,40.76,6.5,137.86, 
Tue Apr 21 13:57:17 2020, 13.68,59.73,1007.21,41.11,6.5,132.71, 
Tue Apr 21 13:58:59 2020, 13.32,59.22,1007.42,40.05,6.5,73.12, 
Tue Apr 21 14:00:40 2020, 13.07,59.91,1007.19,41.48,6.5,112.28, 
Tue Apr 21 14:02:22 2020, 13.17,58.81,1007.19,39.18,6.5,65.7, 
Tue Apr 21 14:04:04 2020, 13.46,60.33,1007.07,42.36,6.5,119.36, 
Tue Apr 21 14:05:46 2020, 12.92,58.68,1007.21,38.91,6.5,86.96, 
Tue Apr 21 14:07:27 2020, 12.96,58.93,1007.27,39.44,6.5,96.87, 
Tue Apr 21 14:09:09 2020, 13.07,59.04,1007.13,39.67,6.5,86.57, 
Tue Apr 21 14:10:50 2020, 13.4,59.98,1007.11,41.63,6.5,74.04, 
Tue Apr 21 14:12:32 2020, 13.36,62.66,1006.97,47.21,6.5,103.62, 
Tue Apr 21 14:14:14 2020, 13.01,59.38,1007.17,40.38,6.5,74.05, 
Tue Apr 21 14:15:56 2020, 13.4,60.95,1007.09,43.64,6.5,136.87, 
Tue Apr 21 14:17:37 2020, 13.0,60.54,1007.05,42.79,6.5,146.28, 
Tue Apr 21 14:19:19 2020, 13.27,62.33,1006.91,46.52,6.5,89.42, 
Tue Apr 21 14:21:01 2020, 13.28,61.9,1006.99,45.62,6.5,55.93, 
Tue Apr 21 14:22:42 2020, 13.23,61.81,1006.95,45.45,6.5,39.79, 
Tue Apr 21 14:24:24 2020, 13.23,61.55,1006.93,44.9,6.5,138.3, 
Tue Apr 21 14:26:05 2020, 13.15,60.88,1006.93,43.5,6.5,148.08, 
Tue Apr 21 14:27:47 2020, 12.78,60.43,1007.01,42.56,6.5,94.71, 
Tue Apr 21 14:29:29 2020, 13.09,61.62,1007.01,45.03,6.5,12.15, 
Tue Apr 21 14:31:10 2020, 12.82,60.96,1006.93,43.66,6.5,22.24, 
Tue Apr 21 14:32:52 2020, 13.09,61.77,1006.93,45.35,6.5,20.68, 
Tue Apr 21 14:34:33 2020, 13.02,61.46,1006.95,44.7,6.5,73.42, 
Tue Apr 21 14:36:15 2020, 13.12,61.82,1006.91,45.45,6.5,70.26, 
Tue Apr 21 14:37:57 2020, 13.16,62.27,1006.91,46.4,6.5,54.98, 
Tue Apr 21 14:39:38 2020, 12.94,61.41,1006.93,44.61,6.5,138.59, 
Tue Apr 21 14:41:20 2020, 12.99,62.16,1006.85,46.16,6.5,37.2, 
Tue Apr 21 14:43:02 2020, 12.95,62.79,1006.99,47.49,6.5,52.98, 
Tue Apr 21 14:44:43 2020, 12.81,62.81,1007.01,47.53,6.5,145.26, 
Tue Apr 21 14:46:25 2020, 12.88,63.41,1007.07,48.77,6.5,150.84, 
Tue Apr 21 14:48:07 2020, 12.76,63.36,1006.91,48.67,6.5,116.51, 
Tue Apr 21 14:49:48 2020, 12.99,64.55,1007.07,51.15,6.5,84.3, 
Tue Apr 21 14:51:29 2020, 12.87,63.09,1006.95,48.1,6.5,92.57, 
Tue Apr 21 14:53:11 2020, 12.83,62.92,1007.09,47.75,6.5,13.41, 
Tue Apr 21 14:54:53 2020, 12.79,63.6,1007.09,49.18,6.5,136.29, 
Tue Apr 21 14:56:34 2020, 13.02,64.18,1006.95,50.36,6.5,153.11, 
Tue Apr 21 14:58:16 2020, 13.07,64.89,1006.95,51.84,6.5,107.67, 
Tue Apr 21 14:59:58 2020, 12.91,64.2,1007.01,50.41,6.5,53.55, 
Tue Apr 21 15:01:40 2020, 13.01,64.18,1007.09,50.36,6.5,51.1, 
Tue Apr 21 15:03:21 2020, 13.09,64.44,1006.95,50.91,6.5,111.8, 
Tue Apr 21 15:05:03 2020, 13.08,63.95,1007.03,49.9,6.5,84.8, 
Tue Apr 21 15:06:44 2020, 12.76,63.89,1006.95,49.77,6.5,52.02, 
Tue Apr 21 15:08:26 2020, 12.89,64.37,1007.27,50.76,6.5,21.3, 
Tue Apr 21 15:10:08 2020, 12.96,64.27,1007.11,50.56,6.5,69.47, 
Tue Apr 21 15:11:49 2020, 13.12,64.11,1007.03,50.23,6.5,138.47, 
Tue Apr 21 15:13:31 2020, 13.01,64.26,1007.07,50.54,6.5,144.24, 
Tue Apr 21 15:15:12 2020, 13.09,64.27,1006.97,50.55,6.5,18.48, 
Tue Apr 21 15:16:54 2020, 13.0,63.96,1007.01,49.91,6.5,66.18, 
Tue Apr 21 15:18:35 2020, 12.87,64.06,1007.11,50.13,6.5,76.28, 
Tue Apr 21 15:20:17 2020, 13.07,63.73,1006.89,49.44,6.5,1.08, 
Tue Apr 21 15:21:59 2020, 13.18,62.99,1006.99,47.89,6.5,137.85, 
Tue Apr 21 15:23:40 2020, 13.09,63.63,1006.93,49.22,6.5,82.46, 
Tue Apr 21 15:25:22 2020, 13.29,63.31,1006.93,48.55,6.5,121.75, 
Tue Apr 21 15:27:04 2020, 13.09,63.72,1006.83,49.41,6.5,66.48, 
Tue Apr 21 15:28:45 2020, 13.11,63.42,1006.93,48.8,6.5,141.03, 
Tue Apr 21 15:30:26 2020, 13.17,62.27,1006.93,46.4,6.5,115.14, 
Tue Apr 21 15:32:08 2020, 13.03,62.41,1006.93,46.69,6.5,44.66, 
Tue Apr 21 15:33:49 2020, 13.18,62.67,1006.97,47.23,6.5,94.37, 
Tue Apr 21 15:35:31 2020, 13.12,62.54,1006.87,46.97,6.5,84.09, 
Tue Apr 21 15:37:13 2020, 13.12,63.21,1006.81,48.35,6.5,9.17, 
Tue Apr 21 15:38:54 2020, 13.1,61.67,1006.87,45.15,6.5,11.12, 
Tue Apr 21 15:40:36 2020, 13.0,61.93,1006.87,45.68,6.5,113.32, 
Tue Apr 21 15:42:17 2020, 13.04,62.95,1006.85,47.82,6.5,28.81, 
Tue Apr 21 15:43:59 2020, 13.07,63.22,1006.91,48.38,6.5,67.09, 
Tue Apr 21 15:45:41 2020, 13.23,63.04,1006.68,48.0,6.5,31.33, 
Tue Apr 21 15:47:22 2020, 13.21,62.47,1006.79,46.8,6.5,0.62, 
Tue Apr 21 15:49:04 2020, 13.22,62.71,1006.83,47.3,6.5,127.89, 
Tue Apr 21 15:50:46 2020, 13.1,61.32,1006.77,44.41,6.5,76.61, 
Tue Apr 21 15:52:27 2020, 13.02,62.24,1006.87,46.34,6.5,0.62, 
Tue Apr 21 15:54:08 2020, 12.95,61.92,1006.79,45.68,6.5,100.41, 
Tue Apr 21 15:55:50 2020, 12.99,61.89,1006.81,45.6,6.5,141.08, 
Tue Apr 21 15:57:32 2020, 12.99,62.71,1006.7,47.3,6.5,127.16, 
Tue Apr 21 16:00:32 2020, 13.06,63.53,1006.83,49.03,6.5,58.7, 
Tue Apr 21 16:02:14 2020, 13.14,64.28,1006.83,50.58,6.5,86.27, 
Tue Apr 21 16:03:57 2020, 13.16,62.31,1007.07,46.48,6.5,47.09, 
Tue Apr 21 16:05:40 2020, 12.96,62.26,1006.77,46.37,6.5,38.53, 
Tue Apr 21 16:07:23 2020, 12.7,62.3,1006.7,46.45,6.5,60.09, 
Tue Apr 21 16:09:05 2020, 12.94,64.15,1006.81,50.3,6.5,33.11, 
Tue Apr 21 16:10:48 2020, 12.94,63.38,1006.77,48.71,6.5,151.42, 
Tue Apr 21 16:12:31 2020, 12.86,63.34,1006.77,48.63,6.5,65.45, 
Tue Apr 21 16:14:14 2020, 12.88,63.37,1006.83,48.69,6.5,69.19, 
Tue Apr 21 16:15:57 2020, 12.81,63.73,1007.09,49.45,6.5,116.71, 
Tue Apr 21 16:17:39 2020, 12.8,63.22,1006.7,48.38,6.5,50.45, 
Tue Apr 21 16:19:22 2020, 12.99,65.29,1006.76,52.69,6.5,68.37, 
Tue Apr 21 16:21:05 2020, 12.94,65.41,1006.79,52.94,6.5,127.87, 
Tue Apr 21 16:22:48 2020, 12.56,65.69,1006.72,53.53,6.5,124.68, 
Tue Apr 21 16:24:30 2020, 12.75,66.23,1006.89,54.65,6.5,58.14, 
Tue Apr 21 16:26:13 2020, 12.62,65.16,1006.83,52.42,6.5,41.65, 
Tue Apr 21 16:27:55 2020, 12.66,66.37,1006.74,54.95,6.5,2.54, 
Tue Apr 21 16:29:38 2020, 12.61,66.26,1006.72,54.72,6.5,126.51, 
Tue Apr 21 16:31:20 2020, 12.61,66.41,1006.91,55.03,6.5,90.04, 
Tue Apr 21 16:33:03 2020, 12.39,67.21,1006.79,56.68,6.5,32.78, 
Tue Apr 21 16:34:45 2020, 12.5,66.97,1006.79,56.19,6.5,43.69, 
Tue Apr 21 16:36:28 2020, 12.36,66.96,1006.79,56.16,6.5,128.08, 
Tue Apr 21 16:38:11 2020, 12.39,67.35,1006.85,56.97,6.5,16.37, 
Tue Apr 21 16:39:54 2020, 12.59,66.37,1006.77,54.95,6.5,125.27, 
Tue Apr 21 16:41:36 2020, 12.46,66.79,1006.81,55.8,6.5,65.18, 
Tue Apr 21 16:43:19 2020, 12.33,66.79,1006.85,55.8,6.5,50.72, 
Tue Apr 21 16:45:01 2020, 12.3,67.57,1006.95,57.44,6.5,92.84, 
Tue Apr 21 16:46:44 2020, 12.3,67.73,1006.85,57.78,6.5,109.42, 
Tue Apr 21 16:48:27 2020, 12.26,67.68,1006.93,57.67,6.5,5.57, 
Tue Apr 21 16:50:10 2020, 12.34,67.69,1006.99,57.68,6.5,146.16, 
Tue Apr 21 16:51:53 2020, 12.28,68.09,1006.85,58.52,6.5,0.62, 
Tue Apr 21 16:53:36 2020, 12.34,68.48,1006.85,59.33,6.5,98.03, 
Tue Apr 21 16:55:19 2020, 12.24,67.64,1006.87,57.59,6.5,140.65, 
Tue Apr 21 16:57:02 2020, 12.17,67.87,1006.81,58.07,6.5,119.91, 
Tue Apr 21 16:58:44 2020, 12.19,68.04,1006.87,58.41,6.5,130.4, 
Tue Apr 21 17:00:27 2020, 12.23,68.19,1006.81,58.74,6.5,143.87, 
Tue Apr 21 17:02:10 2020, 12.23,68.66,1006.81,59.7,6.5,112.75, 
Tue Apr 21 17:03:53 2020, 12.16,68.59,1006.77,59.56,6.5,56.13, 
Tue Apr 21 17:05:36 2020, 12.21,68.64,1006.83,59.66,6.5,2.38, 
Tue Apr 21 17:07:18 2020, 12.15,68.83,1006.81,60.06,6.5,62.75, 
Tue Apr 21 17:09:00 2020, 12.24,68.87,1006.83,60.14,6.5,26.65, 
Tue Apr 21 17:10:43 2020, 12.14,67.93,1006.81,58.19,6.5,64.31, 
Tue Apr 21 17:12:26 2020, 12.17,68.26,1006.79,58.88,6.5,0.62, 
Tue Apr 21 17:14:08 2020, 12.12,67.79,1006.89,57.91,6.5,155.06, 
Tue Apr 21 17:15:51 2020, 12.07,67.95,1006.91,58.23,6.5,99.51, 
Tue Apr 21 17:17:34 2020, 12.14,67.06,1006.85,56.38,6.5,52.59, 
Tue Apr 21 17:19:17 2020, 12.1,67.81,1006.95,57.95,6.5,120.55, 
Tue Apr 21 17:21:00 2020, 12.09,67.9,1006.95,58.12,6.5,33.53, 
Tue Apr 21 17:22:42 2020, 12.08,67.47,1006.99,57.23,6.5,120.02, 
Tue Apr 21 17:24:25 2020, 12.07,67.04,1006.91,56.33,6.5,34.17, 
Tue Apr 21 17:26:08 2020, 12.04,69.33,1006.97,61.1,6.5,41.55, 
Tue Apr 21 17:27:50 2020, 12.03,67.64,1006.91,57.59,6.5,76.95, 
Tue Apr 21 17:29:33 2020, 12.03,68.04,1006.95,58.41,6.5,132.39, 
Tue Apr 21 17:31:16 2020, 11.88,70.16,1006.97,62.84,6.5,155.02, 
Tue Apr 21 17:32:59 2020, 11.89,70.37,1006.97,63.28,6.5,45.92, 
Tue Apr 21 17:34:41 2020, 11.87,70.3,1006.97,63.12,6.5,75.28, 
Tue Apr 21 17:36:24 2020, 11.82,71.01,1007.01,64.6,6.5,81.67, 
Tue Apr 21 17:38:06 2020, 11.76,70.98,1007.05,64.54,6.5,125.59, 
Tue Apr 21 17:39:49 2020, 11.73,70.51,1007.11,63.57,6.5,94.66, 
Tue Apr 21 17:41:32 2020, 11.74,70.35,1006.99,63.24,6.5,44.41, 
